,0
0.0,na
0.05,na
0.1,na
0.15,na
0.2,na
0.25,na
0.3,na
0.35,na
0.4,na
0.45,na
0.5,na
0.55,na
0.6,na
0.65,na
0.7,na
0.75,na
0.8,na
0.85,na
0.9,na
0.95,na
1.0,na
1.05,na
1.1,na
1.15,na
1.2,na
1.25,na
1.3,na
1.35,na
1.4,na
1.45,na
1.5,na
1.55,na
1.6,na
1.65,rearing
1.7,rearing
1.75,rearing
1.8,rearing
1.85,rearing
1.9,rearing
1.95,rearing
2.0,rearing
2.05,rearing
2.1,rearing
2.15,rearing
2.2,rearing
2.25,rearing
2.3,rearing
2.35,rearing
2.4,rearing
2.45,rearing
2.5,walking
2.55,walking
2.6,walking
2.65,walking
2.7,walking
2.75,walking
2.8,walking
2.85,walking
2.9,walking
2.95,walking
3.0,walking
3.05,walking
3.1,walking
3.15,walking
3.2,walking
3.25,walking
3.3,walking
3.35,walking
3.4,walking
3.45,walking
3.5,walking
3.55,walking
3.6,walking
3.65,walking
3.7,walking
3.75,walking
3.8,na
3.85,na
3.9,na
3.95,na
4.0,na
4.05,na
4.1,na
4.15,na
4.2,na
4.25,na
4.3,na
4.35,na
4.4,na
4.45,na
4.5,na
4.55,walking
4.6,walking
4.65,walking
4.7,walking
4.75,walking
4.8,na
4.85,na
4.9,na
4.95,na
5.0,na
5.05,rearing
5.1,rearing
5.15,rearing
5.2,rearing
5.25,rearing
5.3,rearing
5.35,rearing
5.4,rearing
5.45,rearing
5.5,rearing
5.55,rearing
5.6,rearing
5.65,rearing
5.7,na
5.75,na
5.8,na
5.85,na
5.9,na
5.95,na
6.0,walking
6.05,walking
6.1,walking
6.15,walking
6.2,walking
6.25,walking
6.3,walking
6.35,walking
6.4,walking
6.45,walking
6.5,walking
6.55,walking
6.6,walking
6.65,walking
6.7,walking
6.75,walking
6.8,walking
6.85,walking
6.9,walking
6.95,walking
7.0,walking
7.05,walking
7.1,na
7.15,na
7.2,na
7.25,na
7.3,na
7.35,na
7.4,na
7.45,na
7.5,na
7.55,na
7.6,na
7.65,na
7.7,walking
7.75,walking
7.8,walking
7.85,walking
7.9,walking
7.95,walking
8.0,walking
8.05,walking
8.1,na
8.15,na
8.2,na
8.25,na
8.3,rearing
8.35,rearing
8.4,rearing
8.45,rearing
8.5,rearing
8.55,rearing
8.6,rearing
8.65,rearing
8.7,rearing
8.75,rearing
8.8,rearing
8.85,rearing
8.9,rearing
8.95,rearing
9.0,rearing
9.05,rearing
9.1,rearing
9.15,rearing
9.2,rearing
9.25,na
9.3,na
9.35,na
9.4,na
9.45,na
9.5,na
9.55,walking
9.6,walking
9.65,walking
9.7,walking
9.75,walking
9.8,walking
9.85,walking
9.9,walking
9.95,walking
10.0,walking
10.05,walking
10.1,walking
10.15,walking
10.2,walking
10.25,walking
10.3,walking
10.35,walking
10.4,walking
10.45,walking
10.5,walking
10.55,walking
10.6,walking
10.65,walking
10.7,walking
10.75,walking
10.8,walking
10.85,walking
10.9,walking
10.95,na
11.0,na
11.05,na
11.1,na
11.15,na
11.2,na
11.25,na
11.3,na
11.35,na
11.4,na
11.45,walking
11.5,walking
11.55,walking
11.6,walking
11.65,walking
11.7,walking
11.75,walking
11.8,walking
11.85,walking
11.9,walking
11.95,walking
12.0,na
12.05,na
12.1,na
12.15,na
12.2,na
12.25,na
12.3,na
12.35,walking
12.4,walking
12.45,walking
12.5,walking
12.55,walking
12.6,walking
12.65,walking
12.7,walking
12.75,walking
12.8,walking
12.85,walking
12.9,na
12.95,na
13.0,na
13.05,na
13.1,na
13.15,na
13.2,na
13.25,na
13.3,na
13.35,na
13.4,na
13.45,na
13.5,na
13.55,na
13.6,na
13.65,na
13.7,na
13.75,walking
13.8,walking
13.85,walking
13.9,walking
13.95,walking
14.0,walking
14.05,walking
14.1,na
14.15,na
14.2,rearing
14.25,rearing
14.3,rearing
14.35,rearing
14.4,rearing
14.45,rearing
14.5,rearing
14.55,rearing
14.6,rearing
14.65,rearing
14.7,rearing
14.75,rearing
14.8,rearing
14.85,rearing
14.9,rearing
14.95,rearing
15.0,rearing
15.05,rearing
15.1,rearing
15.15,rearing
15.2,rearing
15.25,rearing
15.3,rearing
15.35,rearing
15.4,rearing
15.45,rearing
15.5,rearing
15.55,rearing
15.6,rearing
15.65,na
15.7,na
15.75,na
15.8,na
15.85,na
15.9,na
15.95,na
16.0,na
16.05,na
16.1,walking
16.15,walking
16.2,walking
16.25,walking
16.3,walking
16.35,walking
16.4,walking
16.45,walking
16.5,walking
16.55,walking
16.6,walking
16.65,walking
16.7,walking
16.75,walking
16.8,walking
16.85,walking
16.9,na
16.95,na
17.0,na
17.05,na
17.1,na
17.15,na
17.2,na
17.25,na
17.3,na
17.35,na
17.4,na
17.45,na
17.5,na
17.55,na
17.6,na
17.65,na
17.7,na
17.75,na
17.8,na
17.85,na
17.9,na
17.95,na
18.0,na
18.05,na
18.1,na
18.15,na
18.2,na
18.25,walking
