,0
0.0,na
0.05,na
0.1,na
0.15,na
0.2,na
0.25,walking
0.3,walking
0.35,na
0.4,na
0.45,na
0.5,na
0.55,na
0.6,na
0.65,na
0.7,na
0.75,na
0.8,na
0.85,na
0.9,na
0.95,na
1.0,na
1.05,na
1.1,na
1.15,na
1.2,na
1.25,na
1.3,na
1.35,na
1.4,na
1.45,na
1.5,na
1.55,na
1.6,na
1.65,na
1.7,na
1.75,na
1.8,na
1.85,walking
1.9,walking
1.95,walking
2.0,walking
2.05,walking
2.1,walking
2.15,walking
2.2,walking
2.25,walking
2.3,walking
2.35,walking
2.4,walking
2.45,walking
2.5,walking
2.55,walking
2.6,walking
2.65,walking
2.7,walking
2.75,walking
2.8,walking
2.85,walking
2.9,walking
2.95,walking
3.0,walking
3.05,walking
3.1,walking
3.15,walking
3.2,walking
3.25,walking
3.3,na
3.35,na
3.4,na
3.45,na
3.5,na
3.55,na
3.6,na
3.65,na
3.7,na
3.75,na
3.8,na
3.85,na
3.9,na
3.95,na
4.0,na
4.05,walking
4.1,walking
4.15,walking
4.2,walking
4.25,walking
4.3,walking
4.35,walking
4.4,walking
4.45,walking
4.5,walking
4.55,walking
4.6,na
4.65,standing
4.7,standing
4.75,standing
4.8,standing
4.85,standing
4.9,standing
4.95,standing
5.0,na
5.05,na
5.1,na
5.15,na
5.2,na
5.25,na
5.3,na
5.35,na
5.4,na
5.45,na
5.5,na
5.55,na
5.6,na
5.65,na
5.7,na
5.75,na
5.8,walking
5.85,walking
5.9,walking
5.95,walking
6.0,walking
6.05,na
6.1,rearing
6.15,rearing
6.2,rearing
6.25,rearing
6.3,rearing
6.35,rearing
6.4,rearing
6.45,rearing
6.5,rearing
6.55,na
6.6,na
6.65,na
6.7,na
6.75,na
6.8,na
6.85,walking
6.9,walking
6.95,walking
7.0,walking
7.05,walking
7.1,walking
7.15,na
7.2,na
7.25,na
7.3,na
7.35,na
7.4,na
7.45,na
7.5,na
7.55,na
7.6,na
7.65,na
7.7,na
7.75,na
7.8,na
7.85,na
7.9,na
7.95,walking
8.0,walking
8.05,walking
8.1,walking
8.15,na
8.2,na
8.25,na
8.3,na
8.35,na
8.4,na
8.45,na
8.5,na
8.55,na
8.6,walking
8.65,walking
8.7,walking
8.75,walking
8.8,walking
8.85,walking
8.9,walking
8.95,walking
9.0,walking
9.05,walking
9.1,na
9.15,na
9.2,na
9.25,na
9.3,na
9.35,na
9.4,na
9.45,na
9.5,na
9.55,na
9.6,na
9.65,na
9.7,na
9.75,na
9.8,na
9.85,na
9.9,na
9.95,na
10.0,na
10.05,na
10.1,na
10.15,na
10.2,na
10.25,na
10.3,na
10.35,na
10.4,na
10.45,na
10.5,na
10.55,walking
10.6,walking
10.65,walking
10.7,walking
10.75,walking
10.8,walking
10.85,walking
10.9,walking
10.95,walking
11.0,walking
11.05,walking
11.1,walking
11.15,walking
11.2,walking
11.25,na
11.3,na
11.35,na
11.4,na
11.45,na
11.5,na
11.55,na
11.6,na
11.65,na
11.7,na
11.75,na
11.8,na
11.85,na
11.9,na
11.95,rearing
12.0,rearing
12.05,rearing
12.1,rearing
12.15,rearing
12.2,rearing
12.25,rearing
12.3,rearing
12.35,rearing
12.4,rearing
12.45,rearing
12.5,rearing
12.55,rearing
12.6,rearing
12.65,rearing
12.7,rearing
12.75,rearing
12.8,rearing
12.85,rearing
12.9,rearing
12.95,rearing
13.0,rearing
13.05,rearing
13.1,rearing
13.15,rearing
13.2,rearing
13.25,rearing
13.3,na
13.35,na
13.4,na
13.45,na
13.5,na
13.55,na
13.6,na
13.65,na
13.7,na
13.75,na
13.8,na
13.85,na
13.9,na
13.95,na
14.0,walking
14.05,walking
14.1,walking
14.15,walking
14.2,walking
14.25,walking
14.3,walking
14.35,walking
14.4,walking
14.45,walking
14.5,walking
14.55,walking
14.6,na
14.65,na
14.7,na
14.75,na
14.8,na
14.85,na
14.9,na
14.95,na
15.0,na
15.05,na
15.1,na
15.15,na
15.2,na
15.25,na
15.3,na
15.35,rearing
15.4,rearing
15.45,rearing
15.5,rearing
15.55,rearing
15.6,rearing
15.65,rearing
15.7,rearing
15.75,rearing
15.8,rearing
15.85,rearing
15.9,rearing
15.95,rearing
16.0,rearing
16.05,na
16.1,na
16.15,na
16.2,walking
16.25,walking
16.3,walking
16.35,walking
16.4,walking
16.45,walking
16.5,walking
16.55,walking
16.6,walking
16.65,walking
16.7,na
16.75,na
16.8,na
16.85,na
16.9,na
16.95,na
17.0,na
17.05,na
17.1,na
17.15,na
17.2,na
17.25,na
17.3,na
17.35,na
17.4,na
17.45,na
17.5,na
17.55,na
17.6,na
17.65,na
17.7,na
17.75,na
17.8,na
17.85,na
17.9,na
17.95,na
18.0,na
18.05,na
18.1,na
18.15,na
18.2,na
18.25,na
18.3,rearing
18.35,rearing
18.4,rearing
18.45,rearing
18.5,rearing
18.55,rearing
18.6,rearing
18.65,rearing
18.7,rearing
18.75,rearing
