,0
0.0,na
0.05,rearing
0.1,rearing
0.15,rearing
0.2,rearing
0.25,rearing
0.3,rearing
0.35,rearing
0.4,rearing
0.45,rearing
0.5,rearing
0.55,rearing
0.6,rearing
0.65,rearing
0.7,rearing
0.75,rearing
0.8,rearing
0.85,rearing
0.9,rearing
0.95,rearing
1.0,rearing
1.05,rearing
1.1,rearing
1.15,rearing
1.2,rearing
1.25,rearing
1.3,rearing
1.35,rearing
1.4,na
1.45,walking
1.5,walking
1.55,walking
1.6,walking
1.65,walking
1.7,walking
1.75,walking
1.8,walking
1.85,walking
1.9,walking
1.95,walking
2.0,walking
2.05,walking
2.1,walking
2.15,walking
2.2,walking
2.25,walking
2.3,walking
2.35,walking
2.4,walking
2.45,walking
2.5,na
2.55,na
2.6,na
2.65,na
2.7,na
2.75,standing
2.8,standing
2.85,na
2.9,na
2.95,na
3.0,na
3.05,na
3.1,na
3.15,na
3.2,walking
3.25,walking
3.3,walking
3.35,walking
3.4,walking
3.45,walking
3.5,walking
3.55,walking
3.6,na
3.65,na
3.7,standing
3.75,standing
3.8,na
3.85,na
3.9,na
3.95,na
4.0,rearing
4.05,rearing
4.1,rearing
4.15,rearing
4.2,rearing
4.25,rearing
4.3,rearing
4.35,rearing
4.4,rearing
4.45,rearing
4.5,rearing
4.55,rearing
4.6,rearing
4.65,rearing
4.7,rearing
4.75,na
4.8,na
4.85,na
4.9,na
4.95,na
5.0,na
5.05,na
5.1,na
5.15,na
5.2,na
5.25,walking
5.3,walking
5.35,walking
5.4,walking
5.45,walking
5.5,walking
5.55,walking
5.6,walking
5.65,walking
5.7,walking
5.75,walking
5.8,walking
5.85,walking
5.9,walking
5.95,walking
6.0,walking
6.05,walking
6.1,walking
6.15,na
6.2,na
6.25,na
6.3,na
6.35,na
6.4,na
6.45,na
6.5,na
6.55,standing
6.6,standing
6.65,na
6.7,na
6.75,na
6.8,na
6.85,na
6.9,rearing
6.95,rearing
7.0,rearing
7.05,rearing
7.1,rearing
7.15,rearing
7.2,rearing
7.25,rearing
7.3,rearing
7.35,rearing
7.4,rearing
7.45,na
7.5,na
7.55,na
7.6,na
7.65,walking
7.7,walking
7.75,walking
7.8,walking
7.85,walking
7.9,walking
7.95,walking
8.0,walking
8.05,na
8.1,standing
8.15,standing
8.2,standing
8.25,standing
8.3,standing
8.35,na
8.4,na
8.45,na
8.5,na
8.55,na
8.6,na
8.65,na
8.7,standing
8.75,standing
8.8,standing
8.85,standing
8.9,standing
8.95,na
9.0,na
9.05,na
9.1,na
9.15,walking
9.2,walking
9.25,walking
9.3,walking
9.35,walking
9.4,walking
9.45,walking
9.5,walking
9.55,walking
9.6,walking
9.65,na
9.7,na
9.75,na
9.8,na
9.85,rearing
9.9,rearing
9.95,rearing
10.0,rearing
10.05,rearing
10.1,rearing
10.15,rearing
10.2,rearing
10.25,rearing
10.3,rearing
10.35,rearing
10.4,rearing
10.45,rearing
10.5,rearing
10.55,rearing
10.6,rearing
10.65,rearing
10.7,rearing
10.75,rearing
10.8,rearing
10.85,rearing
10.9,rearing
10.95,rearing
11.0,rearing
11.05,rearing
11.1,rearing
11.15,na
11.2,na
11.25,na
11.3,na
11.35,na
11.4,standing
11.45,standing
11.5,standing
11.55,standing
11.6,standing
11.65,standing
11.7,standing
11.75,standing
11.8,standing
11.85,standing
11.9,standing
11.95,standing
12.0,standing
12.05,standing
12.1,standing
12.15,standing
12.2,standing
12.25,standing
12.3,standing
12.35,standing
12.4,standing
12.45,standing
12.5,standing
12.55,standing
12.6,standing
12.65,standing
12.7,standing
12.75,standing
12.8,standing
12.85,standing
12.9,standing
12.95,standing
13.0,standing
13.05,standing
13.1,standing
13.15,standing
13.2,standing
13.25,standing
13.3,standing
13.35,standing
13.4,standing
13.45,standing
13.5,standing
13.55,standing
13.6,standing
13.65,standing
13.7,na
13.75,na
13.8,na
13.85,na
13.9,na
13.95,na
14.0,na
14.05,na
14.1,standing
14.15,standing
14.2,standing
14.25,standing
14.3,standing
14.35,standing
14.4,standing
14.45,standing
14.5,standing
14.55,standing
14.6,standing
14.65,standing
14.7,standing
14.75,standing
14.8,standing
14.85,standing
14.9,standing
14.95,na
15.0,na
15.05,walking
15.1,walking
15.15,walking
15.2,walking
15.25,walking
15.3,walking
15.35,walking
15.4,walking
15.45,walking
15.5,walking
15.55,walking
15.6,walking
15.65,na
15.7,na
15.75,na
15.8,na
15.85,na
15.9,na
15.95,na
16.0,na
16.05,na
16.1,na
16.15,na
16.2,na
16.25,na
16.3,na
16.35,na
16.4,na
16.45,rearing
16.5,rearing
16.55,rearing
16.6,rearing
16.65,rearing
16.7,rearing
16.75,rearing
16.8,rearing
16.85,rearing
16.9,rearing
16.95,rearing
17.0,rearing
17.05,rearing
17.1,rearing
17.15,rearing
17.2,na
17.25,na
17.3,na
17.35,na
17.4,na
17.45,na
17.5,na
17.55,na
17.6,na
17.65,na
17.7,na
17.75,na
17.8,na
17.85,na
17.9,na
17.95,na
18.0,na
18.05,na
18.1,standing
18.15,standing
18.2,standing
18.25,standing
18.3,standing
18.35,standing
18.4,standing
18.45,standing
18.5,standing
18.55,standing
18.6,standing
18.65,standing
18.7,standing
18.75,standing
18.8,standing
18.85,standing
18.9,standing
18.95,standing
19.0,standing
19.05,standing
19.1,standing
19.15,standing
19.2,standing
19.25,standing
19.3,standing
19.35,standing
19.4,standing
19.45,standing
19.5,na
19.55,na
19.6,na
19.65,na
19.7,na
19.75,na
19.8,na
19.85,na
19.9,na
19.95,na
20.0,na
20.05,na
20.1,na
20.15,na
20.2,na
20.25,na
20.3,na
20.35,na
20.4,na
20.45,na
20.5,na
20.55,na
20.6,na
20.65,na
20.7,na
20.75,na
20.8,walking
20.85,walking
20.9,walking
20.95,walking
21.0,walking
21.05,walking
21.1,walking
21.15,walking
21.2,walking
21.25,walking
21.3,na
21.35,na
21.4,na
21.45,na
21.5,na
21.55,na
21.6,na
21.65,na
21.7,na
21.75,na
21.8,na
21.85,walking
21.9,walking
21.95,walking
22.0,walking
22.05,walking
22.1,walking
22.15,walking
22.2,walking
22.25,walking
22.3,na
22.35,na
22.4,standing
22.45,standing
22.5,standing
22.55,standing
22.6,standing
22.65,standing
22.7,standing
22.75,standing
22.8,standing
22.85,standing
22.9,standing
22.95,standing
23.0,standing
23.05,na
23.1,na
23.15,na
23.2,na
23.25,na
23.3,na
23.35,na
23.4,na
23.45,na
23.5,walking
23.55,walking
23.6,walking
23.65,walking
23.7,walking
23.75,walking
23.8,na
23.85,na
23.9,na
23.95,na
24.0,na
24.05,na
24.1,na
24.15,na
24.2,na
24.25,na
24.3,na
24.35,na
24.4,na
24.45,na
24.5,walking
24.55,walking
24.6,walking
24.65,walking
24.7,walking
24.75,na
24.8,na
24.85,na
24.9,na
24.95,na
25.0,na
25.05,standing
25.1,standing
25.15,standing
25.2,standing
25.25,standing
25.3,standing
25.35,standing
25.4,standing
25.45,standing
25.5,standing
25.55,standing
25.6,standing
25.65,standing
25.7,standing
25.75,standing
25.8,standing
25.85,standing
25.9,rearing
25.95,rearing
26.0,rearing
26.05,rearing
26.1,rearing
26.15,rearing
26.2,rearing
26.25,rearing
26.3,rearing
26.35,rearing
26.4,rearing
26.45,rearing
26.5,rearing
26.55,rearing
26.6,rearing
26.65,rearing
26.7,rearing
26.75,rearing
26.8,rearing
26.85,rearing
26.9,rearing
26.95,rearing
27.0,rearing
27.05,na
27.1,na
27.15,na
